FileName,Sys_time_s,Sys_elapsed_s,Sys_date_NA,HHMMSS_in,GasEx_TIME_s,Trmmol_out,Photo_out,GasEx_Ca_µmol.mol.U.207B.¹,Ci_out,Ci_Pa_out,Cond_out,GasEx_gsw_mol.m.U.207B.².s.U.207B.¹,GasEx_gbw_mol.m.U.207B.².s.U.207B.¹,GasEx_gtw_mol.m.U.207B.².s.U.207B.¹,GasEx_gtc_mol.m.U.207B.².s.U.207B.¹,GasEx_Rabs_W.m.U.207B.²,GasEx_TleafEB_.C,CTleaf_out,GasEx_SVPleaf_kPa,RH_S_in,VpdL_out,GasEx_SVPcham_kPa,GasEx_VPDleaf_kPa,GasEx_LatHFlux_W.m.U.207B.²,GasEx_SenHFlux_W.m.U.207B.²,GasEx_NetTherm_W.m.U.207B.²,GasEx_EBSum_W.m.U.207B.²,GasEx_blfa_1_NA,GasEx_blfa_2_NA,GasEx_blfa_3_NA,Leak_Leak_µmol.s.U.207B.¹,Leak_LeakPct_.,Leak_CorrFact_NA,Leak_CorrFactPct_.,Leak_Fan_µmol.s.U.207B.¹,PARi_in,LeafQ_Qabs_µmol.m.U.207B.².s.U.207B.¹,LeafQ_alpha_NA,LeafQ_convert_J.µmol,Area_in,StmRat_in,Const_Geometry_NA,Meas_TIME_s,CO2S_in,CO2R_in,H2OS_in,H2OR_in,Flow_in,Press_in,Meas_.U.0394.Pcham_kPa,Tair_in,Tleaf_in,Meas_Tleaf2_.C,Meas_Fan_speed_rpm,Meas_Qamb_in_µmol.m.U.207B.².s.U.207B.¹,Meas_Qamb_out_µmol.m.U.207B.².s.U.207B.¹,HeadLS_Q_µmol.m.U.207B.².s.U.207B.¹,HeadLS_f_red_NA,HeadLS_f_blue_NA,HeadLS_Tled_.C,HeadLS_Pc_NA,Match_time_secs,Match_hhmmss_NA,Match_count_NA,Match_co2_adj_µmol.mol,Match_h2o_adj_mmol.mol,Match_co2_at_µmol.mol,Match_h2o_at_mmol.mol,Match_co2_cv_.,Match_h2o_cv_.,Stability_.U.0394.CO2.MN_µmol.mol.U.207B.¹,Stability_.U.0394.CO2.SLP_µmol.mol.U.207B.¹.min.U.207B.¹,Stability_.U.0394.CO2.SD_µmol.mol.U.207B.¹,Stability_.U.0394.CO2.OK_NA,Stability_.U.0394.H2O.MN_mmol.mol.U.207B.¹,Stability_.U.0394.H2O.SLP_mmol.mol.U.207B.¹.min.U.207B.¹,Stability_.U.0394.H2O.SD_mmol.mol.U.207B.¹,Stability_.U.0394.H2O.OK_NA,Stability_Stable_NA,Stability_Total_NA,Status_MatchValveR_.,Status_MatchValveS_.,Status_MatchCO2_µmol.mol,Status_MatchH2O_mmol.mol,Status_DIAG_NA,Status_Flow_s_µmol.s.U.207B.¹,Status_Flow_r_µmol.s.U.207B.¹,TBlk_in,Status_Tirga_.C,Status_Tchopper_.C,Status_Ts_.C,Status_Tr_.C,Status_CO2_._.,Status_Desiccant_._.,Status_Humidifier_._.,Status_Txchg_sp_.C,Status_CO2_r_sp_µmol.mol.U.207B.¹,Status_H2O_r_sp_mmol.mol.U.207B.¹,Status_SS_s_.,Status_SS_r_.,UserIDs_in,Date,LicorModel,IDs,Treatment,Meas_Offset_.C,Meas_Offset2_.C,KEEP
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599231594,8370.6,20200904 10:59:54,10:59:54,1599231586,0.001300725,7.214390172,389.4302258,182.3633172,18.63154193,39.7869796,0.059281888,2.490862249,0.058509086,0.036636772,237.725976,32.67507433,32.31771613,4.861628246,57.79688472,2.674097829,4.626716202,2.187530417,-57.36196396,-117.3996464,-10.67624495,52.28812073,0.020060016,-0.449859583,4.851982934,0,0,1,0,53196.29084,1500.000323,1264.500279,0.843000005,0.18799994,8.38,0.5,0: Broadleaf,1599231586,389.4302258,400.2136129,26.17375161,24.40465161,600.0100645,102.0671613,0.099997203,31.44347419,32.31771613,999.9,10002.70161,449.2279355,5.446790968,1500.000323,0.900000871,0.099999165,35.31720968,30509.75161,1599231634,11:00:34,49,-2.209,0.147,401,26,0.13,0.06,-10.29238049,-0.588200697,0.062208945,0,1.738032927,-0.331143136,0.032672246,0,0,2,100,100,-2.209,0.147,3,642.256,273.181,27.9985,38.8612,29.9998,38.6219,38.6572,19.842,100,0,28,400,21.6292,99.4018,99.0814,18c,9/4/2020,6800.3,18c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599231725,8501.6,20200904 11:02:05,11:02:05,1599231717,0.000928801,12.1621422,632.2107742,207.2611757,21.17526207,64.59110724,0.047690512,2.489571785,0.04718874,0.029537605,237.7262421,32.76530897,32.32769677,4.86436892,63.41201296,2.930156152,4.620821853,1.934212768,-40.96012004,-121.6887795,-11.07135564,64.00598694,0.020043896,-0.449498081,4.848795101,0,0,1,0,53159.20106,1500.000323,1264.50035,0.843000052,0.188000139,8.38,0.5,0: Broadleaf,1599231717,632.2107742,650.0169677,28.68005161,27.42005806,600.0129677,102.067,0.100045984,31.42104516,32.32769677,999.9,9994.679355,448.9729032,5.505452258,1500.000323,0.899998258,0.100001742,35.04167419,30509.72581,1599231761,11:02:40,50,-2.832,0.185,650,28,0.12,0.09,-17.20523659,0.673822997,0.069956201,0,1.232764634,-0.26142,0.025799394,0,0,2,100,100,-2.832,0.185,3,641.769,275.302,27.9999,38.7583,29.9999,38.5301,38.5657,29.465,100,0,28,650,21.6292,99.4237,99.0919,18c,9/4/2020,6800.3,18c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599231852,8628.5,20200904 11:04:12,11:04:12,1599231844,0.00054899,13.27848659,780.8229677,350,7.217391797,79.77499961,0.030620307,2.490029624,0.030412648,0.019026445,237.7255369,32.88035514,32.38152903,4.879174395,67.23551843,3.106986772,4.621049774,1.772187623,-24.21043847,-128.8212462,-11.72127601,72.97257619,0.020049615,-0.449626321,4.849926017,0,0,1,0,53173.61556,1499.997097,1264.4975,0.842999965,0.188000005,8.38,0.5,0: Broadleaf,1599231844,780.8229677,799.9672258,30.4106129,29.66717742,600.0019355,102.067871,0.099973603,31.4219129,32.38152903,999.9,9997.445484,448.4039677,5.519154516,1499.997097,0.899999774,0.100000177,35.42204194,30509.69032,1599231878,11:04:37,51,-3.058,0.217,800,30,0.12,0.12,-18.97170732,1.184063415,0.120577629,0,0.722112341,-0.217148174,0.021460101,0,0,2,100,100,-3.058,0.217,3,641.286,276.248,28.0002,38.6947,30.0001,38.4705,38.5095,35.0094,100,0,28,800,21.6292,99.424,99.0975,18c,9/4/2020,6800.3,18c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599231969,8745,20200904 11:06:08,11:06:08,1599231961,0.000264096,14.41054311,1179.378903,600,-31.31516687,120.4977695,0.01568831,2.49051059,0.015633615,0.009775907,237.7255655,32.96351337,32.43034194,4.89263329,70.02257966,3.235338644,4.620421956,1.657294645,-11.64661552,-135.7211044,-12.34952351,78.00832198,0.020055623,-0.449761057,4.851114158,0,0,1,0,53189.37348,1499.998065,1264.498295,0.842999951,0.18799991,8.38,0.5,0: Broadleaf,1599231961,1179.378903,1199.940323,31.66606452,31.30889677,600.0094516,102.0705484,0.099983184,31.41952258,32.43034194,999.9,10000.17903,448.547,5.495277419,1499.998065,0.900001065,0.099998916,35.01076129,30509.72258,1599231998,11:06:37,52,-3.402,0.247,1200,32,0.13,0.19,-20.26741707,1.221949129,0.142014199,0,0.334292659,-0.166399923,0.016442391,0,0,2,100,100,-3.402,0.247,3,640.993,277.617,27.9997,38.6808,30.0001,38.4522,38.4875,49.1291,100,0,28,1200,21.6292,99.418,99.0871,18c,9/4/2020,6800.3,18c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599232089,8865,20200904 11:08:08,11:08:08,1599232081,4.09E-05,15.18820606,1478.64271,800,-806.1707716,151.0762494,0.002572657,2.49100637,0.002571182,0.001607121,237.7254941,33.0410159,32.47524839,4.905043606,72.34977027,3.344878135,4.623204915,1.560165471,-1.804290628,-140.3561781,-12.77222474,82.79280061,0.020061817,-0.449899965,4.852339002,0,0,1,0,53203.31368,1499.997742,1264.497984,0.842999925,0.1879999,8.38,0.5,0: Broadleaf,1599232081,1478.64271,1499.939677,32.73763871,32.68236774,600.0109032,102.0722581,0.099989742,31.43011613,32.47524839,999.9,10003.1,448.1354516,5.472437742,1499.997742,0.900001097,0.099998855,35.47983871,30509.71613,1599232114,11:08:34,53,-3.598,0.265,1500,33,0.08,0.18,-21.0681439,-1.03708223,0.113621033,0,0.045808183,-0.200126532,0.01977072,0,0,2,100,100,-3.598,0.265,3,640.546,278.517,28.0006,38.6798,30.0001,38.4448,38.4838,59.1993,100,0,28,1500,21.6292,99.4139,99.0838,18c,9/4/2020,6800.3,18c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599234531,11307.6,20200904 11:48:51,11:48:51,1599234523,-0.000375426,0.376002188,299.7034516,314.5610271,32.145242,30.62693452,-0.027939092,2.762467408,-0.028097034,-0.017546382,237.725373,33.80337039,33.57266452,5.216961877,80.89627233,3.912504537,4.836446012,1.30445734,16.55629566,-200.5916074,-16.61361064,37.07645064,0.020061869,-0.449901125,4.852349237,0,0,1,0,53065.14884,1499.997097,1264.497456,0.842999936,0.187999882,6.57,0.5,0: Broadleaf,1599234523,299.7034516,299.9919677,38.28627097,38.68162258,600.0013871,102.0908065,0.099990348,32.22578065,33.57266452,999.9,10001.30839,452.0328387,5.314592258,1499.997097,0.900001387,0.099998587,35.01479032,30509.71613,1599234550,11:49:10,56,-2.156,0.342,300,39,0.38,0.16,-0.651031512,0.025831275,0.023277856,1,-0.398560537,-0.192701686,0.019036297,0,1,2,100,100,-2.156,0.342,3,628.956,277.68,29.0091,38.21,29.9997,38.0335,38.0623,15.5699,100,0,29.006,300,20,99.5394,99.2143,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599234641,11417.6,20200904 11:50:41,11:50:41,1599234633,-0.000239288,0.208791642,249.8457742,263.0162129,26.87829009,25.53236975,-0.017855407,2.761828386,-0.017919788,-0.011194064,237.7257618,33.88684804,33.66828387,5.244939133,80.9463118,3.941668091,4.869484481,1.303271042,10.55260937,-196.835782,-16.32360019,35.11898896,0.02005504,-0.449747976,4.850998806,0,0,1,0,53026.91933,1499.998065,1264.498379,0.843000007,0.188000053,6.57,0.5,0: Broadleaf,1599234633,249.8457742,250.0089355,38.57100323,38.82291613,600.0030323,102.0925161,0.100005748,32.3463129,33.66828387,999.9,9997.736452,452.497129,5.301399677,1499.998065,0.89999929,0.100000694,35.85618387,30509.69032,1599234661,11:51:01,57,-2.13,0.349,250,39,0.26,0.18,-0.179922732,-0.109189192,0.031009066,0,-0.250348098,-0.163281449,0.016215664,0,0,2,100,100,-2.13,0.349,3,629.31,277.661,29.1397,38.1315,29.9999,37.9433,37.9757,13.3978,100,0,29.1362,250,20,99.5486,99.2208,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599234752,11528.6,20200904 11:52:32,11:52:32,1599234744,-0.00025245,-0.058921116,200.1234516,191.0167562,19.52130115,20.45197627,-0.018964329,2.761794923,-0.019036974,-0.011891559,237.7259189,33.95005701,33.7005129,5.254398381,81.05472302,3.960260487,4.885909593,1.294137894,11.13304838,-192.7493818,-15.99210637,40.11747912,0.020054682,-0.449739957,4.850928091,0,0,1,0,53015.74521,1499.999677,1264.499792,0.843000042,0.187999967,6.57,0.5,0: Broadleaf,1599234744,200.1234516,200.0036129,38.75131613,39.01703548,600.0030323,102.0968065,0.099993113,32.40597097,33.7005129,999.9,9997.138065,452.7642258,5.286187742,1499.999677,0.900000645,0.099999426,36,30509.72903,1599234771,11:52:51,58,-2.081,0.356,200,39,0.65,0.24,0.075404495,-0.137698704,0.02249639,0,-0.262972659,-0.185336718,0.018390467,0,0,2,100,100,-2.081,0.356,3,629.436,277.583,29.2175,38.0859,29.9999,37.8813,37.9129,11.1847,100,0,29.2152,200,20,99.552,99.221,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599234862,11638.6,20200904 11:54:22,11:54:22,1599234854,-0.000192964,-0.278930418,150.350871,116.8581078,11.94204767,15.36476418,-0.014520106,2.761987019,-0.014562648,-0.009097823,237.7254387,34.0520498,33.79847742,5.283242203,81.13093224,3.990570921,4.918679979,1.292671283,8.509693113,-189.7040071,-15.75504305,40.77608173,0.020056735,-0.449785992,4.851334031,0,0,1,0,53000.29787,1499.996129,1264.496724,0.842999991,0.188000043,6.57,0.5,0: Broadleaf,1599234854,150.350871,150.0136774,39.04946452,39.25250645,600.0065161,102.0927097,0.100008458,32.52447742,33.79847742,999.9,9998.562581,452.6414194,5.291330323,1499.996129,0.899999355,0.100000613,36,30509.66129,1599234881,11:54:40,59,-2.148,0.355,150,39,0.43,0.18,0.406446122,-0.044333185,0.01908429,1,-0.196942488,-0.098655575,0.009780902,1,2,2,100,100,-2.148,0.355,3,629.508,277.24,29.3514,38.0975,30.0004,37.8744,37.9129,8.91617,100,0,29.3514,150,20,99.5318,99.2115,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599234971,11747.6,20200904 11:56:11,11:56:11,1599234963,-0.000108834,-0.535891722,100.6136452,-5.451286958,-0.557086886,10.28207518,-0.008150643,2.763039204,-0.008164024,-0.005101311,237.726127,34.18219317,33.94676452,5.327164541,81.16836421,4.02717762,4.961511371,1.299986921,4.799586653,-188.9464185,-15.7093805,37.86991469,0.02006798,-0.450038181,4.853557684,0,0,1,0,53002.12862,1500.000645,1264.500554,0.843000007,0.188000018,6.57,0.5,0: Broadleaf,1599234963,100.6136452,100.0148516,39.40731935,39.52179677,599.9983548,102.0937097,0.099935713,32.67833548,33.94676452,999.9,10004.07065,452.6316774,5.290951935,1500.000645,0.899999774,0.100000226,36,30509.75806,1599234991,11:56:31,60,-2.021,0.348,100,40,0.32,0.23,0.472422756,-0.053109073,0.021554974,1,-0.107627341,-0.000415422,0.002353189,1,2,2,100,100,-2.021,0.348,3,629.611,276.446,29.5129,38.1806,30.0004,37.9296,37.9705,6.62862,100,0,29.515,100,20,99.5104,99.1907,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599235082,11858.6,20200904 11:58:02,11:58:02,1599235074,-0.000177814,-0.858743495,50.95975161,-50.68788798,-5.179972132,5.207754825,-0.013486156,2.761711793,-0.01352285,-0.008448476,237.7265723,34.20087144,33.9335871,5.323248602,81.4520362,4.041055274,4.961269801,1.282193328,7.841609695,-187.0223846,-15.55581529,42.98998214,0.020053794,-0.449720035,4.850752423,0,0,1,0,52966.33693,1500.003548,1264.502968,0.842999984,0.188000011,6.57,0.5,0: Broadleaf,1599235074,50.95975161,50.00950968,39.54317742,39.73018387,600.0027742,102.0935161,0.099973058,32.67747097,33.9335871,999.9,9997.017419,454.4262903,5.324853226,1500.003548,0.899999774,0.1000002,36,30509.8,1599235103,11:58:23,61,-2.045,0.351,50,40,0.41,0.21,0.978124585,-0.038049596,0.02209102,1,-0.183648244,-0.12755724,0.012635201,0,1,2,100,100,-2.045,0.351,3,630.032,276.146,29.5659,38.1921,29.9998,37.9262,37.9604,4.37905,100,0,29.5652,50,20,99.5276,99.1982,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599235195,11971,20200904 11:59:54,11:59:54,1599235187,-0.000232513,-1.105258053,19.2078,-79.35106597,-8.109168383,1.962913573,-0.017774604,2.761963114,-0.0178384,-0.011143249,237.7260947,34.25340838,33.97495806,5.335551242,81.75632006,4.064783035,4.971827294,1.270768207,10.25381823,-187.5788169,-15.60672322,44.79437281,0.020056479,-0.449780263,4.851283515,0,0,1,0,52966.60196,1499.999677,1264.499822,0.843000063,0.188000101,6.57,0.5,0: Broadleaf,1599235187,19.2078,17.99265484,39.77533226,40.01980645,600.0013548,102.0936129,0.099952913,32.71521935,33.97495806,999.9,9998.346774,454.1110968,5.334711613,1499.999677,0.899998839,0.100001194,36,30509.73548,1599235217,12:00:17,62,-1.889,0.356,18,40,0.35,0.17,1.060522683,0.00145813,0.019209406,1,-0.239211902,-0.21718385,0.021374309,0,1,2,100,100,-1.889,0.356,3,630.384,275.974,29.6661,38.1592,30,37.9032,37.9381,0,100,0,29.6664,0,20,99.5308,99.2096,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599235308,12084.5,20200904 12:01:48,12:01:48,1599235300,-0.000241034,1.623609144,398.5504839,526.0682896,53.75971922,40.72848057,-0.018911865,2.761656439,-0.018984111,-0.011858555,237.7259354,34.27891158,33.98793548,5.339415476,82.39522702,4.101866163,4.978281281,1.237549313,10.62958896,-186.0595193,-15.48476499,46.81124014,0.020053202,-0.449706771,4.850635451,0,0,1,0,52954.265,1500.000323,1264.500193,0.842999948,0.18799992,6.57,0.5,0: Broadleaf,1599235300,398.5504839,400.223129,40.13900645,40.39234194,600.0059677,102.0915161,0.100005935,32.73826129,33.98793548,999.9,9996.918387,454.3208065,5.300630968,1500.000323,0.900000903,0.099999068,36,30509.77742,1599235330,12:02:09,63,-2.509,0.376,401,40,0.38,0.18,-1.034774634,-0.333670662,0.046402034,0,-0.268609366,-0.112795965,0.011147885,0,0,2,100,100,-2.509,0.376,3,630.18,276.468,29.8178,38.119,29.9998,37.8709,37.9058,19.8639,100,0,29.8184,400,20,99.5427,99.216,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599235419,12195,20200904 12:03:38,12:03:38,1599235411,-3.06E-06,3.724478433,646.0359355,24748.25396,2528.980547,66.01727606,-0.00024466,2.76162145,-0.000244672,-0.000152919,237.7260955,34.32485149,34.10360323,5.373965056,82.98834693,4.157314661,5.009516173,1.216650395,0.134749925,-186.730024,-15.55802974,35.57279166,0.020052828,-0.449698386,4.850561513,0,0,1,0,52934.00465,1500,1264.500039,0.843000026,0.18800007,6.57,0.5,0: Broadleaf,1599235411,646.0359355,650.1120323,40.68290645,40.68611613,600.0067097,102.0882258,0.100015487,32.84940968,34.10360323,999.9,9997.054194,454.3722903,5.246694839,1500,0.899999129,0.100000871,36,30509.72903,1599235446,12:04:06,64,-3.228,0.383,650,41,0.47,0.18,-3.35755122,0.075372544,0.030080825,1,-0.007509653,-0.055461127,0.005530985,1,2,2,100,100,-3.228,0.383,3,630.594,276.576,30.0573,38.1008,30,37.8565,37.8944,29.6123,100,0,30.0596,650,20,99.5415,99.2148,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599235529,12305,20200904 12:05:28,12:05:28,1599235521,-2.61E-05,5.070412931,794.481871,4570.017547,467.0029452,81.18685973,-0.002118278,2.762215063,-0.002119181,-0.001324407,237.7259542,34.38318904,34.14890323,5.387548899,83.33303279,4.186897559,5.024295191,1.20065134,1.152017597,-185.7157367,-15.47759215,37.68464295,0.020059172,-0.449840645,4.85181595,0,0,1,0,52941.00329,1499.999355,1264.4994,0.842999963,0.188000053,6.57,0.5,0: Broadleaf,1599235521,794.481871,800.0111935,40.97232258,40.99975484,600.0058387,102.0884194,0.100016532,32.90179032,34.14890323,999.9,10000.19774,454.7337097,5.224165806,1499.999355,0.899999097,0.100000829,36,30509.7,1599235548,12:05:47,65,-3.228,0.39,800,41,0.52,0.22,-5.539606098,0.069823902,0.052546968,1,-0.034036132,-0.004652981,0.00114874,1,2,2,100,100,-3.228,0.39,3,631.026,276.579,30.1848,38.0717,29.9999,37.8314,37.8663,35.1827,100,0,30.1869,800,20,99.5499,99.2188,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599235639,12415,20200904 12:07:18,12:07:18,1599235631,0.000124674,8.104545556,1190.943161,-86.41450466,-8.83011505,121.6944444,0.010255959,2.762717541,0.010234855,0.006398677,237.725373,34.46820142,34.26468065,5.42240214,83.72236938,4.236504086,5.060181786,1.185898053,-5.4981264,-184.1322809,-15.36104222,32.73392346,0.020064542,-0.449961078,4.852877864,0,0,1,0,52932.57322,1499.996452,1264.497013,0.843000003,0.187999948,6.57,0.5,0: Broadleaf,1599235631,1190.943161,1199.98,41.45986774,41.3290129,600.014871,102.0831935,0.100057803,33.02842581,34.26468065,999.9,10003.3871,454.6598065,5.267601613,1499.996452,0.900000742,0.099999287,36,30509.67419,1599235658,12:07:37,66,-3.41,0.4,1200,41,0.38,0.16,-8.842279024,-0.211398397,0.051957721,0,0.116682683,0.075967882,0.007806208,1,1,2,100,100,-3.41,0.4,3,631.214,277.152,30.3902,38.0608,30.0001,37.8242,37.8591,49.4017,100,0,30.3955,1200,20,99.5455,99.2149,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599235749,12525,20200904 12:09:08,12:09:08,1599235741,0.00023673,10.25839711,1488.367194,633.6558963,64.74884142,152.0857802,0.019740536,2.762370137,0.019662498,0.012296047,237.7259944,34.52731069,34.34511613,5.446731424,84.05888976,4.275007159,5.085728792,1.171724265,-10.43977705,-182.7332529,-15.25893611,29.29402839,0.020060829,-0.449877812,4.85214367,0,0,1,0,52907.67071,1500,1264.499987,0.842999992,0.187999997,6.57,0.5,0: Broadleaf,1599235741,1488.367194,1499.985806,41.8367871,41.58841613,600.0074839,102.0829677,0.100002213,33.1181,34.34511613,999.9,10001.55806,455.865129,5.255312903,1500,0.9,0.09999999,36,30509.75484,1599235772,12:09:31,67,-3.847,0.406,1500,42,0.29,0.25,-11.1879122,0.004154007,0.087341969,1,0.236091415,0.132736537,0.01314243,0,1,2,100,100,-3.847,0.406,3,631.363,277.421,30.5484,38.0608,30.0001,37.8191,37.8555,59.5205,100,0,30.5491,1500,20,99.5487,99.2185,15n,9/4/2020,6800.3,15n,n,0,0,N
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599236805,13581,20200904 12:26:44,12:26:44,1599236797,-0.0024873,4.569885201,296.6304516,332.7637173,34.00094472,30.30894014,-0.163353426,3.006756232,-0.168450284,-0.104810318,237.7252954,36.06452835,35.51755161,5.812285624,81.61396231,4.378795398,5.365252801,1.433490226,109.6899426,-233.9195385,-18.1330513,95.36264822,0.02005118,-0.44966141,4.85023545,0,0,1,0,52718.43488,1499.995161,1264.495891,0.84299998,0.188000054,5.4,0.5,0: Broadleaf,1599236797,296.6304516,300.0791935,42.85481613,44.99737419,600.0220323,102.0773548,0.100085039,34.07449677,35.51755161,999.9,9997.296774,460.8768387,10.85257097,1499.995161,0.899999161,0.100000787,37,30509.63226,1599236830,12:27:09,69,-2.217,0.441,300,45,0.62,0.03,-3.730983902,0.177892683,0.029472591,0,-2.115512683,-1.106548641,0.109137143,0,0,2,100,100,-2.217,0.441,3,633.109,281.658,30.9604,38.5013,30.0003,38.1358,38.1767,15.2924,100,0,30.9557,300,20,99.6873,99.1346,9c,9/4/2020,6800.3,9c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599236921,13697.1,20200904 12:28:40,12:28:40,1599236913,-0.002755433,3.529282152,247.4891935,271.0950343,27.6995162,25.28755624,-0.185185852,3.007251252,-0.191764774,-0.11924253,237.7253991,36.4634764,35.85567742,5.921592133,82.85846739,4.528515981,5.465362953,1.393076152,121.5145862,-234.9501623,-18.26948085,106.0203422,0.020055858,-0.449766321,4.851160575,0,0,1,0,52673.26341,1499.996129,1264.496752,0.84300001,0.188000008,5.4,0.5,0: Broadleaf,1599236913,247.4891935,250.0518065,44.32056452,46.69054839,599.998871,102.0764516,0.099954081,34.40650323,35.85567742,999.9,9999.717742,463.3572581,10.96880323,1499.996129,0.899999935,0.100000074,37,30509.64194,1599236954,12:29:13,70,-2.185,0.472,250,47,0.28,0.04,-2.61261561,0.365590453,0.04130064,0,-2.333173415,-1.34014223,0.132217733,0,0,2,100,100,-2.185,0.472,3,633.009,281.397,31.5643,38.5335,30.0003,38.184,38.224,13.0472,100,0,31.5522,250,20,99.6705,99.1178,9c,9/4/2020,6800.3,9c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599237045,13821.1,20200904 12:30:44,12:30:44,1599237037,-0.003308754,2.419387973,198.4740645,210.2606347,21.4836303,20.27932349,-0.228073481,3.008066261,-0.238139511,-0.147896006,237.7260909,36.96706142,36.18944839,6.031237862,84.02005197,4.686037001,5.577284102,1.345200861,145.9160584,-229.953583,-17.93697802,135.7515882,0.020063561,-0.449939068,4.852683797,0,0,1,0,52630.17614,1499.999355,1264.499553,0.843000064,0.188000138,5.4,0.5,0: Broadleaf,1599237037,198.4740645,200.0604839,45.86231935,48.70362903,599.9992903,102.0762581,0.099930729,34.77147742,36.18944839,999.9,10003.57742,466.1212903,10.97697742,1499.999355,0.899998323,0.100001694,37,30509.70968,1599237070,12:31:09,71,-2.015,0.507,200,49,0.28,0.03,-1.767233902,0.155832753,0.023300292,0,-2.804694146,-1.348632962,0.13413376,0,0,2,100,100,-2.015,0.507,3,632.799,281.338,32.1697,38.5718,30.0001,38.2288,38.2677,10.7472,100,0,32.156,200,20,99.6608,99.104,9c,9/4/2020,6800.3,9c,c,0,0,Y
09-04-2020 6800.3 WetFert ACi_updated_area_Cleaned_.csv,1599237161,13937.1,20200904 12:32:40,12:32:40,1599237153,-0.003488102,1.194261742,149.4566452,153.4778664,15.6819249,15.27104814,-0.254274946,3.007842938,-0.266856851,-0.165603547,237.7259601,37.3129196,36.43277097,6.112278078,85.49290264,4.848348387,5.671053663,1.263929692,153.825301,-220.5977317,-17.25404761,153.6994817,0.02006145,-0.449891731,4.852266404,0,0,1,0,52573.48287,1499.999355,1264.499499,0.843000029,0.188000043,5.4,0.5,0: Broadleaf,1599237153,149.4566452,150.0622903,47.45043548,50.44075484,600.0023548,102.0771613,0.099949152,35.07239032,36.43277097,999.9,10002.43645,468.5265161,11.14478387,1499.999355,0.899999516,0.1000005,37,30509.72581,1599237190,12:33:10,72,-2.004,0.514,150,51,0.29,0.04,-0.622395878,0.088099777,0.022450598,1,-2.933590976,-1.211884599,0.120210411,0,1,2,100,100,-2.004,0.514,3,632.841,281.301,32.7862,38.5644,30.0001,38.2291,38.2677,8.41108,100,0,32.7713,150,20,99.6547,99.1009,9c,9/4/2020,6800.3,9c,c,0,0,Y
